gene	log2FoldChange
SERCA	-0.089650285
Chc	-0.089638039
Rh7	-0.08951194
CR46064	-0.089496236
Atg13	-0.089490844
Ten-a	-0.089488533
frtz	-0.089390531
Cnot4	-0.089274242
lost	-0.08925879
psq	-0.089225585
CG3511	-0.089167481
btz	-0.089152045
CR45999	-0.089134929
CG31388	-0.089077225
CG34456	-0.089059791
rev7	-0.089032006
Clbn	-0.088975452
RpL24-like	-0.088905801
CG7789	-0.088819127
Tango1	-0.088629726
santa-maria	-0.088602691
CG14340	-0.088473377
CG8401	-0.088460268
Usp1	-0.088455045
Rgk3	-0.088436785
spen	-0.088338214
CG12207	-0.088334707
Usp12-46	-0.088217149
Drp1	-0.08819768
Phm	-0.08810787
san	-0.088093905
CG16833	-0.088045223
CG15628	-0.088042695
l(3)02640	-0.087977208
Meics	-0.087948224
CG10543	-0.087899647
CG34120	-0.087831052
AnxB11	-0.087798918
trc	-0.087748094
CG1550	-0.08773563
ihog	-0.087650016
RapGAP1	-0.087582804
tos	-0.087556904
Dark	-0.087554732
CG8545	-0.087542649
Gk2	-0.087421314
CG11085	-0.087306886
CG3838	-0.087186009
PhKgamma	-0.087056566
CG30497	-0.086960235
Sytalpha	-0.086946213
Prosalpha4T1	-0.086912913
mub	-0.08687652
tut	-0.086655531
CG7593	-0.086537294
Xe7	-0.086419365
Sirt6	-0.086384947
Egm	-0.086364797
Frq1	-0.086198183
Phax	-0.086080181
CG31999	-0.086079135
Psc	-0.086069761
Dlic	-0.086066665
CG5110	-0.086057576
Nbr	-0.086045419
CG11537	-0.086041854
CG13124	-0.086031994
fand	-0.08591744
CG10283	-0.085839759
pns	-0.085830568
ssp6	-0.08581524
CSN4	-0.08577033
4EHP	-0.085763259
CG17684	-0.085695303
tral	-0.085573172
Galphaq	-0.085215179
Pvf3	-0.085202949
CG14853	-0.085094078
CG3246	-0.085044678
CG1695	-0.085001049
dpr3	-0.084878722
vtd	-0.084760071
Glut4EF	-0.084713036
Cyp6g1	-0.084708745
DnaJ-1	-0.084666835
Lsm11	-0.08463576
Non1	-0.084593702
LIMK1	-0.084558012
mge	-0.084555098
Tango5	-0.084521039
CG32052	-0.084519184
lectin-24Db	-0.084495565
CG1468	-0.084484388
Mitf	-0.084467195
CG13203	-0.08440111
Syx16	-0.084393344
qvr	-0.084354236
pre-mod(mdg4)-O	-0.084318567
Pis	-0.084292706
unc79	-0.084183539
fs(1)h	-0.084165645
l(2)05287	-0.084088978
CG7168	-0.084083412
sax	-0.08404303
mop	-0.084032017
mtd	-0.08401801
CG4168	-0.084013654
CG14989	-0.083972377
CG1789	-0.083949561
Sema1b	-0.083801946
ND-B16.6	-0.083789084
sip2	-0.083746335
Uch-L5	-0.083724012
CG15209	-0.083675609
CG2698	-0.083560417
CG16892	-0.083537803
ics	-0.083496359
CG12773	-0.083445666
CG1463	-0.083423797
Mlh1	-0.083422046
CG11399	-0.083369732
CG32549	-0.083366147
CG2931	-0.083359295
CG1662	-0.083315938
CG42511	-0.083308342
CG8108	-0.083238266
Klp10A	-0.083232371
CG8405	-0.083218748
P5CDh1	-0.083180301
CG7791	-0.083117794
mv	-0.083040562
Tsp5D	-0.083026942
CG3925	-0.082959211
Ide	-0.082947984
Ehbp1	-0.082911201
RpS2	-0.082904966
eIF2B-beta	-0.082901943
Stim	-0.08289559
CG6841	-0.082847945
Cas	-0.082835055
Irc	-0.082621865
CG1885	-0.082576474
CG9784	-0.082469164
dUTPase	-0.082455231
msn	-0.082324625
CG3746	-0.08230092
beta-Spec	-0.082299761
CG14573	-0.082259054
CG43729	-0.082236359
CG6308	-0.082117308
CG8878	-0.082064636
CG11781	-0.08188507
Suv3	-0.08187771
SAK	-0.081869429
CG30431	-0.081778838
dos	-0.081756617
mip120	-0.081750377
Hrd3	-0.081670303
Pde6	-0.0816329
CG4335	-0.081624944
RhoGAP1A	-0.081496211
Obp8a	-0.08143153
Blimp-1	-0.081325675
slgA	-0.081175734
CG5555	-0.081112678
MED14	-0.081067018
RhoGAP71E	-0.08098456
dop	-0.080970898
GluRIA	-0.080944923
Nep1	-0.080848164
CG8888	-0.080814748
CG1785	-0.080792991
Rpp20	-0.080775376
dpn	-0.080751953
Nup37	-0.080684234
EF2	-0.080632023
CG7289	-0.080551136
tyf	-0.080495098
CG14650	-0.08046849
Ppt1	-0.080383158
Nup154	-0.080379385
Gyc89Da	-0.080277754
CG44242	-0.080199662
RasGAP1	-0.080184116
alphaCOP	-0.080050309
l(3)72Dn	-0.08004356
Fit1	-0.080024808
CG2680	-0.079976964
PyK	-0.079952739
msi	-0.079867992
CG1218	-0.079809968
jar	-0.079777221
CG12769	-0.079705192
CG13928	-0.079691676
Atf-2	-0.079651764
Acn	-0.079547585
Dgkepsilon	-0.079440927
polybromo	-0.079421136
Parg	-0.079355298
CG9170	-0.079351889
zuc	-0.079298011
c12.2	-0.079293459
Gel	-0.079253001
sds22	-0.079221132
Drice	-0.079192177
Sln	-0.079172974
Rab35	-0.079167079
bru1	-0.079127807
Csas	-0.078984646
l(3)04053	-0.07888802
cno	-0.078828361
CG11586	-0.078820753
Tsp96F	-0.078810546
nrv2	-0.078784329
CG7054	-0.078773646
beat-IIIc	-0.078734956
CG33143	-0.078721396
Hsc70-1	-0.07869787
CG1840	-0.078638057
CG15916	-0.078570317
ND-75	-0.078519437
mmd	-0.078501322
CG10721	-0.078469705
Thd1	-0.078428928
jvl	-0.078350823
CG42540	-0.078248975
CG9215	-0.078064785
CG13741	-0.078059257
Capa	-0.077982871
c11.1	-0.077878923
ADD1	-0.077754422
CR43425	-0.077674067
gcl	-0.07767207
ssp	-0.077649357
CR45914	-0.077606578
Hayan	-0.077582722
ced-6	-0.077580062
CG7133	-0.077543238
CG43901	-0.077510231
Chi	-0.077506883
CG5516	-0.07745307
CG4596	-0.077421193
CG6310	-0.077415386
Pglym78	-0.077386885
Ada2b	-0.07732067
FRG1	-0.077315374
CG34183	-0.077314281
PTPMT1	-0.077168471
Tom70	-0.077075089
CG5987	-0.077073452
CG7840	-0.077051086
CG32506	-0.076970545
Best1	-0.076951504
cnc	-0.076935569
Hrb98DE	-0.076915778
twf	-0.076854271
CycK	-0.076595997
stj	-0.076595148
CR40469	-0.076558774
dome	-0.076497771
Nmdmc	-0.076485054
garz	-0.076479447
Obp56g	-0.076248937
CG8641	-0.07604858
DCTN1-p150	-0.07591857
Lhr	-0.075842597
pre-mod(mdg4)-H	-0.075733798
ssh	-0.075724252
GLaz	-0.075714624
CIA30	-0.075638124
CG8765	-0.075607601
AstA	-0.075437636
Aprt	-0.075387855
sws	-0.075333106
pre-mod(mdg4)-B	-0.075245726
mldr	-0.075228309
Dg	-0.075179115
hoip	-0.07516926
Rcd4	-0.075029266
CG2144	-0.075016597
Tfb1	-0.074790037
DIP-beta	-0.074692631
CG12213	-0.074606481
noc	-0.074577791
Scgdelta	-0.074555131
stmA	-0.07450435
CG13390	-0.074475165
robl	-0.074435217
Lsd-1	-0.074410174
CG31547	-0.074348159
CG31122	-0.074227039
CG45057	-0.074208038
CG31886	-0.074162664
Nup98-96	-0.074135099
CR42721	-0.074107371
Tmem18	-0.073996475
Hydr1	-0.073972188
Patj	-0.073970537
toy	-0.073957884
CG8909	-0.073863558
l(2)35Bd	-0.073852091
Rala	-0.073764916
CG12541	-0.073757886
Hsf	-0.073733038
Pdp1	-0.073698292
2-Sep	-0.073592614
CG6693	-0.073573608
CG10638	-0.073492091
CG9641	-0.073438868
CG32683	-0.073387469
fs(1)K10	-0.073382415
spri	-0.073348969
robo3	-0.073239263
ArfGAP1	-0.073212025
Tango4	-0.073090974
CG41520	-0.073001276
CG31648	-0.072999865
eIF-2beta	-0.072964548
CG42613	-0.072657581
CG15529	-0.072518327
siz	-0.07223421
CG9336	-0.072168078
HP5	-0.07212826
Ndfip	-0.072087599
CG44838	-0.071956755
CG18870	-0.0719474
Smurf	-0.071927687
CG15445	-0.071873226
l(3)L1231	-0.071829534
CG3719	-0.071820019
GIIIspla2	-0.0718027
VGlut	-0.071724398
gek	-0.071618411
Wnk	-0.071552265
CG8460	-0.071474489
Mfap1	-0.071466701
CG9384	-0.071464627
CG3088	-0.071442406
Atf3	-0.071420209
Xpac	-0.071259057
CG10462	-0.071178397
ND-51	-0.07117703
CG5928	-0.071141667
CG9986	-0.070992929
blow	-0.070931614
zfh2	-0.070902208
CG7564	-0.070873941
asp	-0.070828973
MED26	-0.07080666
CG6707	-0.070753471
Vrp1	-0.070725021
Hasp	-0.070630964
CG2611	-0.0706139
Pdp	-0.070390567
CG44247	-0.070347968
CG13005	-0.070311162
Hph	-0.070205113
CG5116	-0.070105291
Cda5	-0.07002118
pre-mod(mdg4)-AE	-0.070009128
CR45270	-0.070008003
Cirl	-0.069985595
CG2938	-0.069943405
Gs2	-0.069882823
CG1737	-0.06986006
CG8963	-0.069804162
CG10927	-0.069771842
CG7191	-0.069713585
coil	-0.069645478
ab	-0.069609385
NetB	-0.069588467
kat-60L1	-0.069416364
Pop2	-0.069365098
stai	-0.069322011
Hk	-0.06929318
CG31324	-0.069172585
CG5045	-0.069162298
Cyp6d4	-0.069019952
X11Lbeta	-0.069009106
CG2747	-0.06897447
CG3678	-0.068973431
CG5664	-0.068961135
mtRNApol	-0.068914666
qjt	-0.068873403
CG11964	-0.068838266
Ssu72	-0.068765226
pre-mod(mdg4)-Y	-0.068724756
Syx1A	-0.068666034
Rab21	-0.068639247
CG46301	-0.068628045
Ntf-2	-0.068613453
CG15435	-0.068576242
Rab1	-0.068552813
CG2701	-0.068507808
CG17660	-0.06849915
I-2	-0.068438985
CG5742	-0.068414958
Tbp	-0.068392426
Crtc	-0.068370369
CG15107	-0.068363504
dpr6	-0.068284677
sage	-0.068253941
Nlg2	-0.068222538
GlyRS	-0.068145169
Nup58	-0.068142007
CG17691	-0.068115289
CG8841	-0.068070914
Nipped-B	-0.068066561
CG9062	-0.068029648
CG1738	-0.067979801
CG8818	-0.067884844
CG6180	-0.067873288
MED27	-0.067868554
CG2200	-0.067846533
SWIP	-0.067846069
RpS15Aa	-0.067809003
CG1523	-0.067744016
CG11638	-0.067743371
Sik3	-0.067742561
CG13097	-0.067542881
Gal	-0.06731404
Sec3	-0.067308182
CG14478	-0.067199244
mRpL33	-0.067126745
fok	-0.067124847
Fer2	-0.067094141
RSG7	-0.067091462
CG1172	-0.067083987
stl	-0.067069016
clt	-0.067058644
Debcl	-0.06694014
lva	-0.066787338
CG14499	-0.066782409
CG2790	-0.066747369
atms	-0.066721816
SP1173	-0.066714633
CG9951	-0.066495253
CG14868	-0.066479455
nod	-0.066444585
slo	-0.066441357
chm	-0.066426334
Srp54	-0.066403454
CG30281	-0.066317881
Rint1	-0.066309052
CG18171	-0.066259355
Rich	-0.066092841
CG31729	-0.066022837
CG45088	-0.06602156
RN-tre	-0.066015131
inaE	-0.065998901
RhoGEF2	-0.06592573
Fcp1	-0.065513438
Ranbp16	-0.065507542
WDR79	-0.065462902
dmt	-0.065407449
Hmgs	-0.065315954
mir-4951	-0.065253188
Psf3	-0.065190135
Bre1	-0.065186459
AANATL2	-0.065179967
CG31248	-0.065120058
eyg	-0.0649875
CG42313	-0.064973201
TfIIS	-0.064766747
ref(2)P	-0.064727342
CG43102	-0.064713351
NimB5	-0.064655869
CG6812	-0.064622786
CG43103	-0.064600605
alph	-0.064442488
lectin-28C	-0.064438887
CG3638	-0.064385148
dnc	-0.064373695
Vsp37A	-0.064356557
mtTFB2	-0.064303931
CG11619	-0.064294635
dati	-0.064230051
RpL26	-0.064083826
Map60	-0.063992132
CG43340	-0.063952112
IscU	-0.063946157
FoxK	-0.063940977
Cdep	-0.063917308
Arc2	-0.063872696
RpS16	-0.063867052
CG42326	-0.063809567
Jon99Fi	-0.063755756
norpA	-0.063742293
CanB2	-0.063663926
CG7324	-0.063608104
woc	-0.063580453
CR43334	-0.063536384
CG12744	-0.06335865
CG12868	-0.063339798
tfc	-0.063283341
CG12129	-0.063276513
CR45889	-0.063266699
fu2	-0.063195668
CG7368	-0.063195317
CG11593	-0.063145563
CG13392	-0.063129347
twin	-0.063107669
Xbp1	-0.063058179
Coprox	-0.0630512
foxo	-0.063043485
CG3984	-0.06304202
CG11191	-0.063036429
CG32202	-0.062907881
bru3	-0.062834626
Pgi	-0.062665155
CG10959	-0.062589833
CG42542	-0.062484438
Gfat2	-0.06246786
Zyx	-0.062291946
CG42231	-0.062172671
CG8931	-0.062139066
Rpt3	-0.06213835
CG6426	-0.062111744
CG8272	-0.062109013
CG10958	-0.061925173
sta	-0.061913678
CG5010	-0.061755013
tow	-0.061724143
mthl10	-0.061702478
Mdh2	-0.061615753
CR44233	-0.061556211
Dscam4	-0.061532839
Mnn1	-0.061527722
IntS1	-0.061515417
Trf2	-0.061489382
puf	-0.061402293
sol	-0.061337884
CG17361	-0.061272084
CG2025	-0.061261019
Arp3	-0.061228912
l(1)G0193	-0.061212849
Cbp53E	-0.061043006
Yeti	-0.060922529
Arpc5	-0.060821281
milt	-0.060785736
cyp33	-0.060770489
CR43459	-0.060764359
CG7332	-0.06076041
CG42724	-0.060612533
Galphas	-0.060550431
botv	-0.060522294
Mob2	-0.060521013
sif	-0.060461806
Dd	-0.060378808
CG2126	-0.060348476
Atac1	-0.060340283
Mitofilin	-0.060316333
pre-mod(mdg4)-P	-0.060216528
CG30089	-0.060138703
rho-7	-0.060120557
mrt	-0.060100074
CG14024	-0.060076371
Sox21b	-0.060034794
cue	-0.060029072
Lrr47	-0.060028556
Gmap	-0.059976708
CG31793	-0.059835977
CG1572	-0.05979502
drl	-0.059771299
CG4281	-0.059671007
CR46006	-0.05953868
sba	-0.059513118
poly	-0.059467674
CG12084	-0.059449706
CG9003	-0.059389908
CG42709	-0.059288226
CG32944	-0.059216365
CG4848	-0.059214694
msl-3	-0.059196124
SPoCk	-0.059164788
ZnT49B	-0.059156904
CG32017	-0.059143343
HP4	-0.059136648
Dh31	-0.058876159
CG46320	-0.05876284
CG13025	-0.058752275
RhoGAPp190	-0.058733331
Eaf	-0.058707156
wdn	-0.058704625
Bacc	-0.058696171
flfl	-0.058650922
SMC2	-0.058649229
CR44021	-0.058494917
CG15651	-0.058491982
CG6357	-0.058487438
Tpr2	-0.058479126
Ada	-0.058435949
rdgA	-0.058329676
Kr	-0.058051209
LanB1	-0.058038466
YT521-B	-0.057945828
Iswi	-0.057928825
CG10089	-0.057921745
bnl	-0.057742934
Cdc16	-0.057709476
CG3967	-0.057687229
CLS	-0.05758752
Trpm	-0.057572242
HDAC3	-0.057501126
CG18343	-0.057461283
Axs	-0.057454167
Spf45	-0.05739026
disco	-0.057369862
CG5597	-0.057339772
GC2	-0.057294118
Nlp	-0.057283785
CG15160	-0.057276344
onecut	-0.057144318
CHES-1-like	-0.057087983
CG9769	-0.057016784
Nxt1	-0.056963649
RhoGAP100F	-0.056943043
CG16959	-0.056894529
Kap-alpha3	-0.056886682
CG2658	-0.056769369
Ank	-0.056708524
Fas2	-0.056705612
CG8475	-0.056587036
Dbp21E2	-0.056487924
RpL38	-0.056453941
CG1968	-0.056417629
lap	-0.056346723
CG7083	-0.056311623
CG16926	-0.056238416
CG8671	-0.056184473
nwk	-0.056172991
CG15747	-0.056038493
roh	-0.056035494
FMRFaR	-0.056023424
Drep4	-0.056001928
E23	-0.055999405
Cadps	-0.055954032
5-HT2A	-0.055922471
Usp14	-0.055789506
COX1	-0.055751861
temp	-0.055701307
Bap60	-0.055647227
CG14967	-0.055635942
NTPase	-0.055487819
fru	-0.055372127
CG8010	-0.055320563
dsd	-0.055304973
Nmda1	-0.055303413
PNUTS	-0.055268099
Lk6	-0.055256223
CR43900	-0.0551837
CG11961	-0.055106013
Ald	-0.05506739
Esp	-0.05506521
CG31445	-0.055011472
Snoo	-0.054886029
APC4	-0.054799105
CG17802	-0.054738794
CG2017	-0.054705613
IntS4	-0.054602281
CG18048	-0.054525521
Ggamma1	-0.054383365
qkr58E-3	-0.054315945
miple1	-0.054206811
dpr14	-0.054185533
Cdc23	-0.054170434
CG14621	-0.054138612
CG15439	-0.054099634
NAA15-16	-0.054070117
CG7365	-0.054067765
CG17454	-0.053970073
Dsor1	-0.053942761
Cdc2rk	-0.053842031
CG8321	-0.05381425
l(1)G0469	-0.053809307
CG2641	-0.053790474
CG7378	-0.053726003
TBC1D16	-0.053648965
moody	-0.05359892
CG16779	-0.053578721
CG6683	-0.053575582
Uhg5	-0.053565638
Ice1	-0.053546862
CG10472	-0.053543581
Pabp2	-0.053533354
CG8507	-0.053532088
CG14722	-0.053490446
FASN1	-0.053450534
Sbp2	-0.053385784
Pura	-0.053323075
Ubqn	-0.053317752
su(r)	-0.053313692
CG5532	-0.053303513
twz	-0.053243874
ft	-0.053218783
SerT	-0.053214429
CG5902	-0.05320881
Dhap-at	-0.053162387
CG8149	-0.053150267
Rme-8	-0.053119342
CG4612	-0.053089793
ksh	-0.053044404
AGBE	-0.053020201
Trxr-1	-0.052871574
CG8910	-0.052863388
Pmm45A	-0.052794125
Oga	-0.052740088
CR45409	-0.052705787
Tom20	-0.052677616
CG32756	-0.052673259
Mvb12	-0.052666886
CG32069	-0.052654531
DIP-gamma	-0.052651977
CG9870	-0.052570045
CG7430	-0.052556775
Tao	-0.052293345
CG9960	-0.052275111
Elp1	-0.052167096
CHKov1	-0.052066689
CG4908	-0.052062618
CG5068	-0.051937272
Plap	-0.051870165
Ubr3	-0.051849383
Kdm2	-0.051671739
mRpL35	-0.051606693
Rpn11	-0.051590098
CG42339	-0.051577719
meigo	-0.051570887
Sdc	-0.051548297
CG2909	-0.051542254
LManII	-0.051521173
ssp3	-0.051517187
CG14182	-0.051512617
CG11577	-0.051491381
CG44098	-0.05141008
CG16974	-0.051381287
CG12004	-0.051369579
chic	-0.051359888
RpLP1	-0.051352622
CG11030	-0.05122739
CG10137	-0.051132676
Vps52	-0.05112835
GstT3	-0.051063756
Syx5	-0.050941299
Uch	-0.050779843
Cdc5	-0.050741188
mtTFB1	-0.050672758
Set2	-0.050648175
CG6123	-0.050563239
CG31221	-0.050524778
CG15735	-0.050471879
CG11658	-0.050470978
DCTN2-p50	-0.050441746
CG42492	-0.05037842
CG15390	-0.05036491
CG4297	-0.050180123
Vps45	-0.050045247
CG31740	-0.050029809
LSm-4	-0.049986469
CG6867	-0.049885973
CG7058	-0.049856252
nvy	-0.049846922
AP-2sigma	-0.04982361
CG10211	-0.049812319
ecd	-0.049720698
CG4577	-0.049698187
Reep1	-0.049611319
Ge-1	-0.049555371
Myt1	-0.049478762
CG16952	-0.049477416
mld	-0.049448433
CG7646	-0.049405149
Spps	-0.049392271
Pa1	-0.04938442
RyR	-0.049353902
thoc6	-0.049336604
CG3008	-0.049332149
up	-0.049325284
wake	-0.049324964
CG12170	-0.049205707
CG30109	-0.049170935
Lim3	-0.049152476
Tyler	-0.049102392
Sirt7	-0.048902437
RpL12	-0.048893635
Cyp1	-0.048826463
CG10345	-0.048811695
Oamb	-0.048755768
Tre1	-0.048629608
Fit2	-0.048442326
Dyb	-0.048431312
mRpL14	-0.048412581
RpS26	-0.04833778
CG13685	-0.048332257
CR45875	-0.048312745
Tsp66E	-0.048191356
SRPK	-0.048176679
CG13659	-0.048160021
ATbp	-0.048056442
koko	-0.048046679
CG15611	-0.048043143
CG34449	-0.048015908
RpA-70	-0.047984804
CG45186	-0.047936983
lili	-0.047929912
Faf2	-0.047841672
LTV1	-0.047790945
Sras	-0.047747484
E(spl)m3-HLH	-0.047715864
CG11858	-0.047694761
inc	-0.047681473
CG34207	-0.047676325
Graf	-0.047555243
Tango7	-0.047508027
nmo	-0.047489689
PpV	-0.047468527
CG9799	-0.04743914
cact	-0.047433445
beta-PheRS	-0.047339499
CG4593	-0.047324411
Syt14	-0.047315439
mib2	-0.047306123
CG14995	-0.04729713
l(1)10Bb	-0.047087476
26-29-p	-0.047037087
numb	-0.047025534
RpL22	-0.046864146
Dcr-1	-0.046817892
His2Av	-0.046719202
Jafrac2	-0.046702871
ytr	-0.046677774
dco	-0.046622337
Usp8	-0.046606963
su(w[a])	-0.046586549
CG1309	-0.046576305
pasi1	-0.046527346
ogre	-0.046491594
Usp2	-0.046473136
CG34113	-0.046429551
Rad9	-0.046424279
Nc73EF	-0.046404042
bc10	-0.046383869
MESK2	-0.0463464
CG5039	-0.046333175
CG3061	-0.046322489
Ca-alpha1T	-0.046266672
Ube3a	-0.046256834
CG9231	-0.046215661
ras	-0.046105921
Ror	-0.046070263
CG32816	-0.045975779
TyrRS	-0.045942054
CG10352	-0.045902681
shi	-0.045831964
RpL11	-0.045822088
TfIIA-S	-0.045814345
Ama	-0.045771559
MFS15	-0.045761393
CG33156	-0.045653193
CYTB	-0.045570316
babos	-0.045495669
CRMP	-0.045469133
RanBPM	-0.045291413
CG16789	-0.045277554
CG13921	-0.045277098
ITP	-0.045247359
Snap25	-0.045183366
uex	-0.045147285
CR42491	-0.045115293
CG4836	-0.045074523
DppIII	-0.045006223
Sodh-2	-0.044927667
CG6923	-0.044878325
CG5937	-0.044826545
unc-13	-0.044774703
Kank	-0.044733828
CG7728	-0.044662734
CG14459	-0.044630138
Hsp67Ba	-0.044621229
CG8012	-0.044610833
CG14105	-0.044579574
Klc	-0.044466666
RfC38	-0.044213508
Pex12	-0.044017306
Dfd	-0.044008558
Mgat1	-0.04397671
SCAR	-0.043966834
dap	-0.043902322
Act79B	-0.043848982
apt	-0.043840323
Su(var)2-10	-0.043827992
GCS1	-0.043781535
rap	-0.043698914
Nup50	-0.043680216
CG1607	-0.043659112
CG32647	-0.043657285
Tsp42Ee	-0.043657027
CG13743	-0.043616854
kra	-0.043608904
dpr19	-0.043590721
CG2162	-0.04358763
ND-42	-0.04354037
Den1	-0.043444674
CG12299	-0.043374446
7B2	-0.043352446
Imp	-0.043352095
ATPsynB	-0.043206682
CG41099	-0.04319311
bt	-0.04311217
Snr1	-0.0430035
CG12391	-0.042965752
btl	-0.042964555
CG18787	-0.042937848
boil	-0.042915851
CG3014	-0.042862
CG8180	-0.042771588
wls	-0.042759877
lace	-0.04272625
frma	-0.0426741
CG2865	-0.042657726
Eps-15	-0.042478949
Taz	-0.042470349
CG8136	-0.042445306
CG34126	-0.042418344
Osbp	-0.042368022
CycT	-0.042296776
Alas	-0.042157039
CG9609	-0.042091424
Atac3	-0.042027346
CG7639	-0.041976861
CG14414	-0.041955933
CR44914	-0.041869457
CG5220	-0.041860919
unk	-0.041855297
CG6610	-0.041779949
vvl	-0.041779036
Moca-cyp	-0.041776819
Exo84	-0.041738455
CG2469	-0.041690218
CG42450	-0.041520665
Nxf3	-0.041478207
AdSS	-0.041477943
CG13531	-0.0414564
CR43944	-0.041446764
CR44891	-0.041355448
SK	-0.041341054
CG6664	-0.041305421
Gmer	-0.041262284
CG3744	-0.041174374
CR45264	-0.041134997
Golgin245	-0.041117042
RpL34a	-0.041087403
Ir76a	-0.041018244
l(3)72Dp	-0.04090786
yellow-f	-0.040882842
Vha14-1	-0.04086833
CG4610	-0.040863047
qm	-0.040829486
chif	-0.040804261
CR45145	-0.040719136
Rcd5	-0.040686267
CG12783	-0.040652144
RpL39	-0.040611886
CG12179	-0.040524787
mago	-0.040485233
CG30022	-0.040458415
CG43902	-0.040445717
Sap130	-0.040418056
CG9775	-0.040356688
BTBD9	-0.040318648
Bub3	-0.040311795
Hmt4-20	-0.040310055
CCHa1	-0.040188024
CG3309	-0.040177917
nrv3	-0.040144571
jdp	-0.040115884
Hip1	-0.040088631
AsnRS	-0.040070585
Prosalpha5	-0.040020719
Ltn1	-0.04002054
CG31673	-0.039957027
CG1814	-0.039916902
CG8531	-0.039727809
CG7009	-0.039645304
CG6700	-0.039634153
gammaTub23C	-0.039626592
CR45566	-0.039570206
mRpL46	-0.039557226
CG7272	-0.039450408
ND-B14.7	-0.039366442
CG6227	-0.03921981
miple2	-0.039181907
CG2277	-0.039168521
unc-104	-0.039116465
CG31195	-0.039100929
Npc1a	-0.038999982
DOR	-0.038955794
PAN2	-0.038904154
CG6791	-0.038894251
Cyp4d20	-0.038630239
CG13920	-0.038626893
CG43143	-0.0386255
CG32022	-0.038594715
CG1537	-0.038483353
Rbp2	-0.03847529
M1BP	-0.038468312
CG6665	-0.038373813
CG5989	-0.038339128
sgg	-0.038254197
eater	-0.038233459
CG15765	-0.038196417
GstT1	-0.038173739
Tlk	-0.03816884
INPP5E	-0.038087393
CG32112	-0.038061199
rux	-0.037997057
Ms	-0.037974769
Mid1	-0.037916957
Aldh-III	-0.03774933
Ack	-0.037710027
Fdx1	-0.037663038
calypso	-0.037601816
CG7546	-0.037558393
CG13751	-0.037555742
bnb	-0.037552908
CG7518	-0.037522539
Inx3	-0.037518827
CR44268	-0.037486708
mRNA-cap	-0.037444321
Afti	-0.037442366
CG33267	-0.037234896
CG8924	-0.037204741
nAChRalpha6	-0.037183625
CG6962	-0.037169926
CG3776	-0.037125996
BubR1	-0.037125696
beat-IIa	-0.03708692
Amyrel	-0.037082074
Ssl1	-0.03702521
CG9356	-0.03701941
CG11000	-0.036842204
CG9917	-0.036700497
pre-mod(mdg4)-X	-0.036663252
eIF5	-0.0366453
l(3)87Df	-0.036576998
brun	-0.036522079
CG3632	-0.036497882
ValRS	-0.036497523
tgo	-0.036483251
CG10672	-0.036455542
spab	-0.03635006
RpS8	-0.036344586
CG9281	-0.036341044
ctp	-0.036325546
Orcokinin	-0.03626292
CG6752	-0.036232177
Rpn7	-0.03621021
Akap200	-0.03616544
CG34377	-0.036151487
CG18812	-0.036127794
ca	-0.036112838
wdb	-0.036076747
rswl	-0.036026662
Asap	-0.035979604
ssp2	-0.035932653
Exn	-0.035852583
Pten	-0.035819314
CG33494	-0.035814696
Hexo2	-0.03579607
mRpL19	-0.035766232
wtrw	-0.035743378
CG3534	-0.03566537
tun	-0.035287137
CG17337	-0.035254226
14-3-3epsilon	-0.03525288
Vps24	-0.035113333
CG8407	-0.034993019
DIP-theta	-0.034981702
Vti1a	-0.034935599
CG12091	-0.034838411
CG33054	-0.034799113
dpr16	-0.034761781
sip1	-0.034747594
CG8042	-0.034728503
RpS30	-0.034492854
CG3071	-0.0344905
CG33111	-0.034359223
CG3078	-0.03430892
Npc2b	-0.034244458
4E-T	-0.034072551
PRL-1	-0.034052216
ImpL2	-0.034016574
CG5527	-0.033917185
Fmr1	-0.033853548
CkIIbeta	-0.033697485
Pdk1	-0.033619655
Rad60	-0.033617452
Pkc53E	-0.03360506
betaTub97EF	-0.033548976
Plc21C	-0.033540703
Utx	-0.033540614
CG34132	-0.033472409
Mhc	-0.033380164
CG16817	-0.033364756
COX8	-0.033063047
ACC	-0.032973198
spn-A	-0.03294618
CG18368	-0.032819551
mus201	-0.03280023
Psi	-0.032733379
Ric	-0.032703959
CG8270	-0.03268844
CG5708	-0.032617647
CG42578	-0.032616248
CG42337	-0.032601102
CycY	-0.032593525
msps	-0.032559348
Atg12	-0.032550334
nAChRalpha4	-0.032470763
CG12106	-0.032455008
stck	-0.032359513
lgs	-0.032358491
bsk	-0.032351465
CG6744	-0.032295679
Kap3	-0.032279972
CG10914	-0.032235884
nAChRalpha7	-0.032223039
Nab2	-0.032221368
CG15646	-0.032204711
CG13766	-0.032138539
CG46309	-0.032130051
CG14785	-0.03198607
CG7991	-0.031976518
Argk	-0.031947308
Nrk	-0.03186057
CG2818	-0.031736092
CG4858	-0.03171112
Rip11	-0.031544535
fs(1)N	-0.031520907
Ndc1	-0.031510282
PVRAP	-0.031500608
TfIIFbeta	-0.031469506
smid	-0.031409159
slp1	-0.031378482
CG8368	-0.031310203
CG18335	-0.03126624
Fgop2	-0.031215691
CR43957	-0.031199519
Ance-4	-0.03116942
Uba1	-0.03112845
eIF3-S9	-0.031076153
ATP7	-0.031058433
CG6142	-0.031052022
CG14408	-0.031040601
